3408,4100,8028,MLLT10,myeloid/lymphoid or mixed-lineage leukemia; translocated to; 10,20,chromatin binding|DNA-binding transcription factor activity|nucleosome binding,papillary renal cell carcinoma|renal cell carcinoma|renal carcinoma|collecting duct carcinoma|renal clear cell carcinoma|chromophobe renal cell carcinoma|sarcomatoid renal cell carcinoma|acute myeloid leukemia|melanoma|skin melanoma|meningioma|spinal meningioma|acoustic neuroma|intraventricular meningioma|pituitary adenoma|intraorbital meningioma|clear cell meningioma|benign meningioma|secretory meningioma|microcystic meningioma,ppi
3409,4101,23062,GGA2,golgi associated; gamma adaptin ear containing; ARF binding protein 2,40,ADP-ribosylation factor binding,,ppi
3410,4102,51022,GLRX2,glutaredoxin 2,6,protein disulfide isomerase activity|arsenate reductase (glutaredoxin) activity|electron transfer activity|glutathione disulfide oxidoreductase activity,,ppi
3411,4103,55331,ACER3,alkaline ceramidase 3,2,phytoceramidase activity,melanoma|skin melanoma,ppi
3412,4104,93649,MYOCD,myocardin,16,RNA polymerase II proximal promoter sequence-specific DNA binding|proximal promoter DNA-binding transcription activator activity; RNA polymerase II-specific|DNA-binding transcription activator activity; RNA polymerase II-specific|RNA polymerase II sequence-specific DNA-binding transcription factor binding,,ppi
3413,4105,5116,PCNT,pericentrin,70,,bipolar disorder|craniosynostosis|dental enamel hypoplasia|diabetes mellitus|type 2 diabetes mellitus|placental insufficiency|glaucoma|sensorineural hearing loss|hyperopia|intellectual disability|learning disability|schizophreniform disorder|schizoaffective disorder|schizophrenia|neurotic disorder|endogenous depression|melancholia|Seckel syndrome|Robinow syndrome|microcephalic osteodysplastic primordial dwarfism type I,ppi
3414,4106,1235,CCR6,C-C motif chemokine receptor 6,3,chemokine receptor activity|C-C chemokine receptor activity|C-C chemokine binding|signaling receptor activity|chemokine binding,arthropathy|arthritis|rheumatoid arthritis|hypersensitivity reaction type II disease|autoimmune lymphoproliferative syndrome|inflammatory bowel disease|ulcerative colitis|pseudosarcomatous fibromatosis|dental caries|esophagitis|peptic esophagitis|gastroesophageal reflux disease|allergic hypersensitivity disease|pneumonia|postinflammatory pulmonary fibrosis|idiopathic interstitial pneumonia|pulmonary fibrosis|chronic ulcer of skin|vitiligo|CREST syndrome,ppi
3415,4107,94097,SFXN5,sideroflexin 5,22,,,ppi
3416,4108,54940,OCIAD1,OCIA domain containing 1,77,,,ppi
3417,4109,83452,RAB33B,RAB33B; member RAS oncogene family,13,GTPase activity,Smith-McCort dysplasia,ppi
3418,4110,84552,PARD6G,par-6 family cell polarity regulator gamma,21,protein kinase C binding|Rho GTPase binding,,ppi
3419,4112,81551,STMN4,stathmin 4,18,tubulin binding,,ppi
3420,4113,1236,CCR7,C-C motif chemokine receptor 7,6,G-protein coupled receptor activity|C-C chemokine receptor activity|C-C motif chemokine 19 receptor activity|C-C motif chemokine 21 receptor activity|chemokine (C-C motif) ligand 21 binding|C-C chemokine binding|chemokine binding|chemokine (C-C motif) ligand 19 binding,adult T-cell leukemia|acute T cell leukemia|status epilepticus,ppi
3421,4114,54933,RHBDL2,rhomboid like 2,2,serine-type endopeptidase activity,,ppi
3422,4115,55679,LIMS2,LIM zinc finger domain containing 2,15,,autosomal recessive limb-girdle muscular dystrophy type 2W,ppi
3423,4116,94081,SFXN1,sideroflexin 1,67,,,ppi
3424,4117,118980,SFXN2,sideroflexin 2,18,,,ppi
3425,4118,81855,SFXN3,sideroflexin 3,55,,,ppi
3426,4119,119559,SFXN4,sideroflexin 4,20,,combined oxidative phosphorylation deficiency,ppi
3427,4120,10424,PGRMC2,progesterone receptor membrane component 2,22,steroid hormone receptor activity|heme binding,,ppi
3428,4121,1237,CCR8,C-C motif chemokine receptor 8,6,chemokine receptor activity|coreceptor activity|C-C chemokine binding|chemokine binding|C-C chemokine receptor activity,status epilepticus,ppi
3429,4122,10857,PGRMC1,progesterone receptor membrane component 1,64,heme binding,prostate cancer|prostate carcinoma,ppi
3430,4123,84532,ACSS1,acyl-CoA synthetase short-chain family member 1,7,acetate-CoA ligase activity,,ppi
3431,4125,140685,ZBTB46,zinc finger and BTB domain containing 46,24,DNA-binding transcription factor activity; RNA polymerase II-specific,,ppi
3432,4126,84969,TOX2,TOX high mobility group box family member 2,7,RNA polymerase II proximal promoter sequence-specific DNA binding|DNA-binding transcription factor activity; RNA polymerase II-specific|proximal promoter DNA-binding transcription activator activity; RNA polymerase II-specific,,ppi
3433,4127,128434,VSTM2L,V-set and transmembrane domain containing 2 like,4,cell-cell adhesion mediator activity,,ppi
3434,4129,51230,PHF20,PHD finger protein 20,17,DNA-binding transcription factor activity; RNA polymerase II-specific|histone acetyltransferase activity (H4-K5 specific)|histone acetyltransferase activity (H4-K8 specific)|histone acetyltransferase activity (H4-K16 specific),,ppi
3435,4131,10881,ACTL7A,actin like 7A,4,structural constituent of cytoskeleton,,ppi
3436,4132,10803,CCR9,C-C motif chemokine receptor 9,1,chemokine receptor activity|chemokine binding|C-C chemokine binding|C-C chemokine receptor activity,allergic hypersensitivity disease|pneumonia|status epilepticus,ppi
3437,4133,200232,FAM209A,family with sequence similarity 209 member A,1,,,ppi
3438,4135,116151,FAM210B,family with sequence similarity 210 member B,9,,,ppi
3439,4136,58476,TP53INP2,tumor protein p53 inducible nuclear protein 2,2,,,ppi
3440,4137,51526,OSER1,oxidative stress responsive serine rich 1,6,,,ppi
3441,4138,140688,NOL4L,nucleolar protein 4 like,5,,,ppi
3442,4139,92747,BPIFB1,BPI fold containing family B member 1,15,,,ppi
3443,4140,51554,ACKR4,atypical chemokine receptor 4,11,chemokine receptor activity|chemokine binding|C-C chemokine binding|C-C chemokine receptor activity,,ppi
3444,4141,65992,DDRGK1,DDRGK domain containing 1,35,RNA polymerase II repressing transcription factor binding,,ppi
3445,4142,140710,SOGA1,suppressor of glucose; autophagy associated 1,23,,,ppi
3446,4143,140711,TLDC2,TBC/LysM-associated domain containing 2,5,,,ppi
3447,4144,79183,TTPAL,alpha tocopherol transfer protein like,3,,,ppi
3448,4147,164395,TTLL9,tubulin tyrosine ligase like 9,5,,liver cancer|polycystic ovary syndrome,ppi
3449,4148,81572,PDRG1,p53 and DNA damage regulated 1,36,,liver cancer,ppi
3450,4149,9034,CCRL2,C-C motif chemokine receptor like 2,8,chemokine binding|C-C chemokine receptor activity|C-C chemokine binding,seborrheic keratosis|skin disease|actinic keratosis,ppi
3451,4150,128876,FAM83C,family with sequence similarity 83 member C,1,,,ppi
3452,4151,81610,FAM83D,family with sequence similarity 83 member D,26,microtubule binding,,ppi
3453,4152,90187,EMILIN3,elastin microfibril interfacer 3,12,extracellular matrix structural constituent,,ppi
3454,4153,140699,MROH8,maestro heat like repeat family member 8,1,,,ppi
3455,4154,140733,MACROD2,MACRO domain containing 2,2,hydrolase activity; acting on glycosyl bonds|deacetylase activity,autistic disorder|liver cancer|substance abuse|substance-related disorder,ppi
3456,4158,9973,CCS,copper chaperone for superoxide dismutase,16,copper ion binding|protein disulfide oxidoreductase activity|cadherin binding|superoxide dismutase activity|superoxide dismutase copper chaperone activity|zinc ion binding,hepatitis,ppi
3457,4161,140809,SRXN1,sulfiredoxin 1,38,oxidoreductase activity; acting on a sulfur group of donors|sulfiredoxin activity,,ppi
3458,4162,128637,TBC1D20,TBC1 domain family member 20,4,GTPase activator activity|Rab GTPase binding,Warburg micro syndrome 1|Warburg micro syndrome,ppi
3459,4163,128653,C20orf141,chromosome 20 open reading frame 141,1,,,ppi
3460,4164,128486,FITM2,fat storage inducing transmembrane protein 2,24,,,ppi
3461,4166,140832,WFDC10A,WAP four-disulfide core domain 10A,2,,,ppi
3462,4167,140838,NANP,N-acetylneuraminic acid phosphatase,8,N-acylneuraminate-9-phosphatase activity,,ppi
3463,4169,81928,CABLES2,Cdk5 and Abl enzyme substrate 2,7,,,ppi
3464,4170,140893,RBBP8NL,RBBP8 N-terminal like,1,single-stranded DNA binding|double-stranded DNA binding|flap-structured DNA binding|double-strand/single-strand DNA junction binding|single-stranded DNA endodeoxyribonuclease activity|damaged DNA binding|Y-form DNA binding,,ppi
3465,4172,84515,MCM8,minichromosome maintenance 8 homologous recombination repair factor,26,,,ppi
3466,4173,54675,CRLS1,cardiolipin synthase 1,4,1-acylglycerol-3-phosphate O-acyltransferase activity|CDP-diacylglycerol-phosphatidylglycerol phosphatidyltransferase activity|2-acylglycerol-3-phosphate O-acyltransferase activity|cardiolipin synthase activity,,ppi
3467,4174,10576,CCT2,chaperonin containing TCP1 subunit 2,301,protein binding involved in protein folding|unfolded protein binding,osteoporosis,ppi
3468,4175,140706,CCM2L,CCM2 like scaffolding protein,3,,,ppi
3469,4176,90203,SNX21,sorting nexin family member 21,33,phosphatidylinositol-4;5-bisphosphate binding|phosphatidylinositol-3-phosphate binding,,ppi
3470,4177,90204,ZSWIM1,zinc finger SWIM-type containing 1,2,,,ppi
3471,4178,140825,NEURL2,neuralized E3 ubiquitin protein ligase 2,1,,,ppi
3472,4179,140831,ZSWIM3,zinc finger SWIM-type containing 3,1,,,ppi
3473,4181,7203,CCT3,chaperonin containing TCP1 subunit 3,309,RNA binding,human immunodeficiency virus infectious disease|acquired immunodeficiency syndrome,ppi
3474,4182,116092,DNTTIP1,deoxynucleotidyltransferase terminal interacting protein 1,30,DNA binding|nucleosome binding|protein homodimerization activity,,ppi
3475,4186,79980,DSN1,DSN1 homolog; MIS12 kinetochore complex component,51,,,ppi
3476,4190,10575,CCT4,chaperonin containing TCP1 subunit 4,235,RNA binding,,ppi
3477,4191,63939,FAM217B,family with sequence similarity 217 member B,11,,,ppi
3478,4192,128866,CHMP4B,charged multivesicular body protein 4B,103,identical protein binding|cadherin binding,cataract 31 multiple types|cataract 16 multiple types,ppi
3479,4194,55816,DOK5,docking protein 5,19,,bipolar disorder,ppi
3480,4195,343637,RSPO4,R-spondin 4,2,frizzled binding,anonychia congenita|nonsyndromic congenital nail disorder 4,ppi
3481,4196,81030,ZBP1,Z-DNA binding protein 1,18,DNA binding|left-handed Z-DNA binding,,ppi
3482,4197,80341,BPIFB2,BPI fold containing family B member 2,2,,,ppi
3483,4198,359710,BPIFB3,BPI fold containing family B member 3,2,,,ppi
3484,4200,22948,CCT5,chaperonin containing TCP1 subunit 5,217,mRNA 3'-UTR binding|mRNA 5'-UTR binding,human immunodeficiency virus infectious disease|acquired immunodeficiency syndrome|hypobetalipoproteinemia|paraplegia|axonal neuropathy|breast cancer,ppi
3485,4201,26133,TRPC4AP,transient receptor potential cation channel subfamily C member 4 associated protein,49,calcium channel activity|phosphatase binding,,ppi
3486,4202,140730,RIMS4,regulating synaptic membrane exocytosis 4,4,ion channel binding|Rab GTPase binding,,ppi
3487,4203,140823,ROMO1,reactive oxygen species modulator 1,4,,,ppi
3488,4205,83541,FAM110A,family with sequence similarity 110 member A,23,,,ppi
3489,4207,63910,SLC17A9,solute carrier family 17 member 9,1,,porokeratosis,ppi
3490,4208,116835,HSPA12B,heat shock protein family A (Hsp70) member 12B,6,,,ppi
3491,4210,112858,TP53RK,TP53 regulating kinase,205,p53 binding|protein serine/threonine kinase activity,,ppi
3492,4212,10880,ACTL7B,actin like 7B,1,structural constituent of cytoskeleton,,ppi
3493,4213,908,CCT6A,chaperonin containing TCP1 subunit 6A,252,RNA binding,,ppi
3494,4214,63935,PCIF1,PDX1 C-terminal inhibiting factor 1,14,,,ppi
3495,4215,140683,BPIFA2,BPI fold containing family A member 2,9,lipopolysaccharide binding,substance abuse|substance-related disorder,ppi
3496,4217,92667,MGME1,mitochondrial genome maintenance exonuclease 1,16,single-stranded DNA exodeoxyribonuclease activity,ophthalmoplegia|mitochondrial myopathy|mitochondrial metabolism disease|mitochondrial DNA depletion syndrome 11,ppi
3497,4218,140850,DEFB127,defensin beta 127,13,,,ppi
3498,4219,57186,RALGAPA2,Ral GTPase activating protein catalytic alpha subunit 2,7,GTPase activator activity|protein heterodimerization activity,,ppi
3499,4220,164312,LRRN4,leucine rich repeat neuronal 4,1,,,ppi
3500,4221,58490,RPRD1B,regulation of nuclear pre-mRNA domain containing 1B,76,RNA polymerase II complex binding,,ppi
3501,4222,10693,CCT6B,chaperonin containing TCP1 subunit 6B,109,protein transporter activity,Burkitt lymphoma,ppi
3502,4224,64773,PCED1A,PC-esterase domain containing 1A,10,,,ppi
3503,4229,92675,DTD1,D-tyrosyl-tRNA deacylase 1,14,aminoacyl-tRNA editing activity|D-tyrosyl-tRNA(Tyr) deacylase activity,,ppi
3504,4230,10574,CCT7,chaperonin containing TCP1 subunit 7,259,,human immunodeficiency virus infectious disease|acquired immunodeficiency syndrome|stomach cancer,ppi
3505,4231,149951,COMMD7,COMM domain containing 7,17,NF-kappaB binding,,ppi
3506,4232,128710,SLX4IP,SLX4 interacting protein,26,,,ppi
3507,4234,140680,C20orf96,chromosome 20 open reading frame 96,4,,,ppi
3508,4235,57761,TRIB3,tribbles pseudokinase 3,40,transcription corepressor activity|protein kinase binding|ubiquitin protein ligase binding|ubiquitin-protein transferase regulator activity|kinase activity|mitogen-activated protein kinase kinase binding,metabolic syndrome X,ppi
3509,4236,80023,NRSN2,neurensin 2,7,,,ppi
3510,4237,10694,CCT8,chaperonin containing TCP1 subunit 8,205,ATPase activity; coupled|cadherin binding,,ppi
3511,4238,85364,ZCCHC3,zinc finger CCHC-type containing 3,28,RNA binding,,ppi
3512,4239,140689,CBLN4,cerebellin 4 precursor,15,,,ppi
3513,4240,84701,COX4I2,cytochrome c oxidase subunit 4I2,3,cytochrome-c oxidase activity,,ppi
3514,4241,128821,CST9L,cystatin 9-like,6,,,ppi
3515,4242,140690,CTCFL,CCCTC-binding factor like,20,RNA polymerase II proximal promoter sequence-specific DNA binding|DNA-binding transcription factor activity; RNA polymerase II-specific|proximal promoter DNA-binding transcription activator activity; RNA polymerase II-specific|DNA binding|histone binding|sequence-specific DNA binding|transcription regulatory region DNA binding,,ppi
3516,4243,80331,DNAJC5,DnaJ heat shock protein family (Hsp40) member C5,10,,neuronal ceroid lipofuscinosis 4B|neuronal ceroid lipofuscinosis,ppi
3517,4244,128853,DUSP15,dual specificity phosphatase 15,22,protein tyrosine phosphatase activity|protein tyrosine/serine/threonine phosphatase activity|phosphatase activity,,ppi
3518,4245,26164,MTG2,mitochondrial ribosome associated GTPase 2,19,GTPase activity,,ppi
3519,4246,85366,MYLK2,myosin light chain kinase 2,27,calmodulin-dependent protein kinase activity|myosin light chain kinase activity|calmodulin binding|myosin light chain binding,hypertrophic cardiomyopathy 1,ppi
3520,4247,79716,NPEPL1,aminopeptidase-like 1,21,,,ppi
3521,4248,84612,PARD6B,par-6 family cell polarity regulator beta,83,Rho GTPase binding|protein kinase C binding,,ppi
3522,4250,128646,SIRPD,signal regulatory protein delta,5,,,ppi
3523,4251,140902,R3HDML,R3H domain containing like,1,,schizophrenia|mental depression,ppi
3524,4252,2829,XCR1,X-C motif chemokine receptor 1,2,chemokine binding|C-C chemokine receptor activity|C-C chemokine binding,,ppi
3525,4253,140732,SUN5,Sad1 and UNC84 domain containing 5,1,protein membrane anchor,,ppi
3526,4255,140901,STK35,serine/threonine kinase 35,16,protein kinase activity,,ppi
3527,4257,81027,TUBB1,tubulin beta 1 class VI,93,GTP binding|structural constituent of cytoskeleton,platelet-type bleeding disorder 16,ppi
3528,4258,10322,SMYD5,SMYD family member 5,4,,,ppi
3529,4259,84441,MAML2,mastermind like transcriptional coactivator 2,10,transcription coactivator activity,,ppi
3530,4260,124912,SPACA3,sperm acrosome associated 3,7,lysozyme activity,,ppi
3531,4261,114571,SLC22A9,solute carrier family 22 member 9,68,anion:anion antiporter activity|sodium-independent organic anion transmembrane transporter activity|short-chain fatty acid transmembrane transporter activity,,ppi
3532,4262,10413,YAP1,Yes associated protein 1,145,transcription coactivator activity|transcription corepressor activity|transcription regulatory region DNA binding,sensorineural hearing loss|intellectual disability|learning disability|microphthalmia|neuroblastoma|ovarian cancer|head and neck squamous cell carcinoma,ppi
3533,4263,10435,CDC42EP2,CDC42 effector protein 2,7,GTPase activator activity|GTP-Rho binding,,ppi
3534,4264,10131,TRAP1,TNF receptor associated protein 1,108,RNA binding|tumor necrosis factor receptor binding,arthropathy|arthritis|stomach cancer,ppi
3535,4265,81029,WNT5B,Wnt family member 5B,4,frizzled binding,salivary gland adenoid cystic carcinoma|leiomyoma|uterine fibroid,ppi
3536,4266,80704,SLC19A3,solute carrier family 19 member 3,5,thiamine transmembrane transporter activity,basal ganglia disease|Leigh disease|biotin-responsive basal ganglia disease,ppi
3537,4267,51384,WNT16,Wnt family member 16,11,frizzled binding,,ppi
3538,4268,10908,PNPLA6,patatin like phospholipase domain containing 6,25,lysophospholipase activity,cerebellar disease|cryptorchidism|achondroplasia|Laron syndrome|hypertrophy of breast|infant gynecomastia|gynecomastia|sensorineural hearing loss|Laurence-Moon syndrome|Bardet-Biedl syndrome|intellectual disability|learning disability|central nervous system disease|nervous system disease|autonomic neuropathy|spontaneous ocular nystagmus|dissociated nystagmus|congenital nystagmus|pathologic nystagmus|obesity,ppi
3539,4269,23539,SLC16A8,solute carrier family 16 member 8,2,monocarboxylic acid transmembrane transporter activity|lactate transmembrane transporter activity,age related macular degeneration|macular degeneration|degeneration of macula and posterior pole,ppi
3540,4270,642636,RAD21L1,RAD21 cohesin complex component like 1,1,chromatin binding,,ppi
3541,4271,55534,MAML3,mastermind like transcriptional coactivator 3,14,transcription coactivator activity,salivary gland adenoid cystic carcinoma|congenital heart disease|spindle cell sarcoma|epithelioid sarcoma|sarcoma|cancer,ppi
3542,4272,94056,SYAP1,synapse associated protein 1,22,,,ppi
3543,4273,116159,CYYR1,cysteine and tyrosine rich 1,3,,,ppi
3544,4274,89122,TRIM4,tripartite motif containing 4,12,,,ppi
3545,4275,85363,TRIM5,tripartite motif containing 5,50,ubiquitin-protein transferase activity|signaling pattern recognition receptor activity,human immunodeficiency virus infectious disease|acquired immunodeficiency syndrome,ppi
3546,4276,117854,TRIM6,tripartite motif containing 6,6,ubiquitin protein ligase activity,,ppi
3547,4277,81786,TRIM7,tripartite motif containing 7,13,,,ppi
3548,4278,929,CD14,CD14 molecule,33,lipopolysaccharide binding|opsonin receptor activity|peptidoglycan receptor activity|lipoteichoic acid binding|lipopeptide binding,asthma|intrinsic asthma|allergic asthma|dermatitis|gout|liver cirrhosis|schizophrenia|fatty liver disease,ppi
3549,4279,55521,TRIM36,tripartite motif containing 36,17,ubiquitin-protein transferase activity|alpha-tubulin binding,,ppi
3550,4280,81559,TRIM11,tripartite motif containing 11,66,,,ppi
3551,4281,9830,TRIM14,tripartite motif containing 14,8,,,ppi
3552,4282,89870,TRIM15,tripartite motif containing 15,39,,,ppi
3553,4283,23087,TRIM35,tripartite motif containing 35,46,,,ppi
3554,4284,9844,ELMO1,engulfment and cell motility 1,25,guanyl-nucleotide exchange factor activity,Stevens-Johnson syndrome|Barrett's esophagus|esophagus adenocarcinoma,ppi
3555,4285,27247,NFU1,NFU1 iron-sulfur cluster scaffold,11,iron ion binding|4 iron; 4 sulfur cluster binding,lactic acidosis|primary pulmonary hypertension|pulmonary hypertension|multiple mitochondrial dysfunctions syndrome 1,ppi
3556,4286,114088,TRIM9,tripartite motif containing 9,79,ubiquitin-protein transferase activity,,ppi
3557,4287,11074,TRIM31,tripartite motif containing 31,22,,,ppi
3558,4288,51592,TRIM33,tripartite motif containing 33,100,ubiquitin-protein transferase activity,papillary adenocarcinoma|papillary thyroid carcinoma|papillary renal cell carcinoma,ppi
3559,4289,51733,UPB1,beta-ureidopropionase 1,1,beta-ureidopropionase activity,autistic disorder|bladder diverticulum|dystonia|disease of metabolism|infantile epileptic encephalopathy|speech disorder,ppi
3560,4290,90007,MIDN,midnolin,8,kinase binding,,ppi
3561,4292,87,ACTN1,actinin alpha 1,162,double-stranded RNA binding|integrin binding|vinculin binding|nuclear receptor transcription coactivator activity|protein homodimerization activity|actin filament binding,thrombocytopenia|platelet-type bleeding disorder 16,ppi
3562,4293,977,CD151,CD151 molecule (Raph blood group),10,integrin binding,sensorineural hearing loss|nephritis|glomerulonephritis|kidney disease|pyoureter|nephrosis,ppi
3563,4295,94059,LENG9,leukocyte receptor cluster member 9,3,,,ppi
3564,4297,9332,CD163,CD163 molecule,5,scavenger receptor activity,carotid artery disease|IgA glomerulonephritis|schizophrenia,ppi
3565,4300,79856,SNX22,sorting nexin 22,8,,,ppi
3566,4301,8763,CD164,CD164 molecule,9,,,ppi
3567,4302,930,CD19,CD19 molecule,30,phosphatidylinositol-4;5-bisphosphate 3-kinase activity,agammaglobulinemia|hemolytic anemia|imperforate anus|hypersensitivity reaction type II disease|autoimmune lymphoproliferative syndrome|bronchiectasis|common variable immunodeficiency|conjunctivitis|primary immunodeficiency disease|lymphosarcoma|lymphoma|central nervous system lymphoma|lymphopenia|meningitis|pneumonia|purpura|liver disease|immunoglobulin alpha deficiency|selective IgA deficiency disease|selective IgG deficiency disease,ppi
3568,4303,909,CD1A,CD1a molecule,5,exogenous lipid antigen binding|endogenous lipid antigen binding|lipopeptide binding,,ppi
3569,4304,57292,KIR2DL5A,killer cell immunoglobulin like receptor; two Ig domains and long cytoplasmic tail 5A,2,,,ppi
3570,4307,94134,ARHGAP12,Rho GTPase activating protein 12,10,GTPase activator activity,,ppi
3571,4308,910,CD1B,CD1b molecule,51,endogenous lipid antigen binding|lipopeptide binding|exogenous lipid antigen binding,,ppi
3572,4309,29960,MRM2,mitochondrial rRNA methyltransferase 2,11,rRNA (uridine-2'-O-)-methyltransferase activity,,ppi
3573,4310,10916,MAGED2,MAGE family member D2,81,,Bartter disease type 1,ppi
3574,4311,137872,ADHFE1,alcohol dehydrogenase; iron containing 1,2,hydroxyacid-oxoacid transhydrogenase activity,,ppi
3575,4312,124590,USH1G,USH1 protein network component sans,3,spectrin binding,Usher syndrome type 1|Usher syndrome type 1G,ppi
3576,4314,25861,WHRN,whirlin,4,,bipolar disorder|sensorineural hearing loss|myopia|night blindness|congenital stationary night blindness|cone-rod dystrophy|retinitis pigmentosa|fundus albipunctatus|scotoma|cataract|Usher syndrome|Usher syndrome type 2D|autosomal recessive nonsyndromic deafness 31,ppi
3577,4318,11315,PARK7,Parkinsonism associated deglycase,100,transcription coactivator activity|mRNA binding|copper ion binding|peptidase activity|superoxide dismutase copper chaperone activity|oxidoreductase activity; acting on peroxide as acceptor|tyrosine 3-monooxygenase activator activity|L-dopa decarboxylase activator activity|protein deglycase activity|protein homodimerization activity|cadherin binding|mercury ion binding|cupric ion binding|cuprous ion binding|core promoter binding|double-stranded DNA binding|single-stranded DNA binding,generalized anxiety disorder|anxiety disorder|focal hand dystonia|blepharospasm|osteoporosis|Parkinson's disease|secondary Parkinson disease|perinatal necrotizing enterocolitis|amyotrophic lateral sclerosis|autosomal recessive early-onset Parkinson disease 7|liver cancer|hepatocellular carcinoma,ppi
3578,4319,912,CD1D,CD1d molecule,8,beta-2-microglobulin binding|lipid antigen binding|exogenous lipid antigen binding|endogenous lipid antigen binding|lipopeptide binding,,ppi
3579,4320,26031,OSBPL3,oxysterol binding protein like 3,30,sterol transporter activity|cholesterol binding|lipid binding|sterol binding,,ppi
3580,4321,84290,CAPNS2,calpain small subunit 2,16,calcium-dependent cysteine-type endopeptidase activity,,ppi
3581,4322,51439,FAM8A1,family with sequence similarity 8 member A1,35,,,ppi
3582,4324,10346,TRIM22,tripartite motif containing 22,10,DNA-binding transcription factor activity|transcription corepressor activity,influenza,ppi
3583,4325,913,CD1E,CD1e molecule,28,exogenous lipid antigen binding|lipopeptide binding|endogenous lipid antigen binding,,ppi
3584,4326,22954,TRIM32,tripartite motif containing 32,87,transcription coactivator activity|RNA binding|ubiquitin-protein transferase activity|myosin binding|Tat protein binding|translation initiation factor binding|ubiquitin binding|protein self-association|ubiquitin protein ligase activity,hypertension|essential hypertension|hypogonadism|nephritis|glomerulonephritis|kidney disease|pyoureter|nephrosis|intellectual disability|learning disability|familial periodic paralysis|myopathy|Duchenne muscular dystrophy|muscular dystrophy|autosomal dominant limb-girdle muscular dystrophy|autosomal recessive limb-girdle muscular dystrophy|autosomal recessive limb-girdle muscular dystrophy type 2A|autosomal recessive limb-girdle muscular dystrophy type 2B|autosomal recessive limb-girdle muscular dystrophy type 2C|autosomal recessive limb-girdle muscular dystrophy type 2D,ppi
3585,4327,151742,PPM1L,protein phosphatase; Mg2+/Mn2+ dependent 1L,4,protein serine/threonine phosphatase activity,obesity,ppi
3586,4328,10155,TRIM28,tripartite motif containing 28,319,DNA binding|chromatin binding|transcription coactivator activity|transcription corepressor activity|RNA binding|ubiquitin-protein transferase activity|zinc ion binding|SUMO transferase activity|ubiquitin protein ligase binding|Krueppel-associated box domain binding|promoter-specific chromatin binding|DNA-binding transcription factor activity|sequence-specific DNA binding,,ppi
3587,4329,55695,NSUN5,NOP2/Sun RNA methyltransferase family member 5,20,RNA binding,,ppi
3588,4330,114883,OSBPL9,oxysterol binding protein like 9,23,sterol transporter activity|sterol binding|lipid binding,,ppi
3589,4332,114880,OSBPL6,oxysterol binding protein like 6,19,sterol transporter activity|sterol binding|lipid binding|cholesterol binding,,ppi
3590,4333,79663,HSPBAP1,HSPB1 associated protein 1,7,,papillary renal cell carcinoma|renal cell carcinoma|renal carcinoma|collecting duct carcinoma|renal clear cell carcinoma|chromophobe renal cell carcinoma|sarcomatoid renal cell carcinoma|nonpapillary renal cell carcinoma|hereditary conventional renal cell carcinoma,ppi
3591,4334,914,CD2,CD2 molecule,21,signaling receptor activity,rheumatoid arthritis|lipoid nephrosis|nephrotic syndrome|familial nephrotic syndrome,ppi
3592,4335,10392,NOD1,nucleotide binding oligomerization domain containing 1,34,cysteine-type endopeptidase activator activity involved in apoptotic process|identical protein binding|peptidoglycan binding|CARD domain binding,central nervous system disease|nervous system disease|autonomic neuropathy,ppi
3593,4336,64170,CARD9,caspase recruitment domain family member 9,78,,inflammatory bowel disease|ulcerative colitis|IgA glomerulonephritis|ankylosing spondylitis|chronic mucocutaneous candidiasis,ppi
3594,4337,114879,OSBPL5,oxysterol binding protein like 5,19,phosphatidylserine binding|phospholipid transporter activity|oxysterol binding|cholesterol binding|phosphatidylinositol-4-phosphate binding|lipid binding|sterol transporter activity|sterol binding,alcohol dependence|alcohol abuse,ppi
3595,4338,84433,CARD11,caspase recruitment domain family member 11,32,guanylate kinase activity,papillary renal cell carcinoma|renal cell carcinoma|renal carcinoma|collecting duct carcinoma|renal clear cell carcinoma|chromophobe renal cell carcinoma|sarcomatoid renal cell carcinoma|atopic dermatitis|adult T-cell leukemia|acute T cell leukemia|Sezary's disease|cutaneous T cell lymphoma,ppi
3596,4339,84674,CARD6,caspase recruitment domain family member 6,4,,,ppi
3597,4340,114884,OSBPL10,oxysterol binding protein like 10,20,phosphatidylserine binding|phospholipid transporter activity|cholesterol binding|sterol transporter activity|lipid binding|sterol binding,,ppi
3598,4341,114882,OSBPL8,oxysterol binding protein like 8,39,phosphatidylserine binding|phospholipid transporter activity|cholesterol binding|phosphatidylinositol-4-phosphate binding|lipid binding|sterol binding|sterol transporter activity,,ppi
3599,4342,114885,OSBPL11,oxysterol binding protein like 11,21,lipid binding|sterol binding|sterol transporter activity,,ppi
3600,4343,114876,OSBPL1A,oxysterol binding protein like 1A,17,phospholipid binding|sterol transporter activity|cholesterol binding|lipid binding|sterol binding,,ppi
